"관광타입","음식점"
"음식점명","송돈흑돼지 한림점"
"개요","송돈 흑돼지 한림점을 찾아주셔서 감사합니다. 맛있고 육즙 가득한 흑돼지를 멜젓과 함께 즐겨보세요. 적정 온도에서 숙성되어 더욱 쫄깃하고, 상차림비 없이 원하는 부위의 흑돼지를 자유롭게 골라 드실 수 있어요. 행복한 한 끼 식사를 송돈에서 함께 해요. 송돈흑돼지는 협재 해수욕장 8분 거리에 위치해 있습니다. 최대 100인 단체석 및 넓은 주차장 완비입니다. 수학여행, 단체 모임 예약도 가능합니다. 흑돼지 포장, 선물용 흑돼지 전국 택배 가능합니다. 포장과 택배 문의는 전화로도 접수 가능합니다. 송돈흑돼지 한림점, 형제장의사가 인접해 있습니다."
"주소","제주 제주시 한림읍 일주서로 5421"
"주소(도로명)","제주특별자치도 제주시 한림읍 일주서로 5421"
"주소(지번주소)","제주특별자치도 제주시 한림읍 한림리 656-1"
"대표번호","0507-1448-9255"
"영업시간","11:00 - 23:00"
"휴무일","없음"
"취급메뉴","흑돼지김치찌개, 된장찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 매장이 넓어요"
