"관광타입","음식점"
"음식점명","해송횟집"
"개요","20여 년 전통의 해송횟집은 아름다운 전경을 자랑하는 제주의 명소 중 한곳입니다. 전복죽부터 신선한 활어회, 갈치, 고등어회 등 제주에서만 맛볼 수 있는 여러 종류의 해산물들은 이어 나오는 조리장의 특선 요리와 더불어 짙푸른 제주 바다의 싱싱한 맛을 느낄 수 있게 해줍니다. 1, 2층 건물로 바다뷰를 만끽하며 오붓한 식사를 즐길 수 있습니다. 관광지지만 단골 고객이 많은 곳. 언제나 믿고 찾는 해송횟집입니다. 중문관광단지에서 5분 거리. 중문관광단지,  대포항이 인접해 있습니다."
"주소","제주 서귀포시 이어도로 200-7 해송횟집"
"주소(도로명)","제주특별자치도 서귀포시 이어도로 200-7"
"주소(지번주소)","제주특별자치도 서귀포시 대포동 2356-1"
"대표번호","0507-1341-4060"
"영업시간","12:00 - 22:00"
"휴무일","매주 화요일"
"취급메뉴","고등어회, 갈치회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요"
