"관광타입","음식점"
"음식점명","꼬동꼬동"
"개요","12시에 오픈해서 21시에 마감합니다. 마지막 주문은 저녁 8시입니다. 푸짐한 해물에 매콤 얼큰한 메뉴인 해물 떡볶이와 어디서도 맛볼 수 없는 보말 튀김, 톳튀김이 주가 되는 꼬동꼬동튀김이 있습니다. 얼큰하게 속 풀리는 해물 가득 해물라면과 아이와 함께 먹을 수 있는 해물볶음밥도 있습니다. 아이 놀이방도 있으므로 아이들과 함께 와서 식사하시기에 아주 좋습니다. 금호제주리조트, 올드패션이 인접해 있습니다."
"주소","제주 서귀포시 남원읍 태위로 383 1층"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 태위로 383"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 위미리 165-4"
"대표번호","0507-1354-5211"
"영업시간","12:00-21:00"
"휴무일","매주 일요일"
"취급메뉴","해물떡볶이, 꼬동꼬동튀김"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 매장이 청결해요"
