"관광타입","음식점"
"음식점명","리조이스"
"개요","자연이 선사해준 신선한 재료와 건강한 맛을 추구하는 홈 메이드 리조이스 카페입니다. 리조이스 르뱅은 천연 발효종으로 저온 숙성, 앉은뱅이 우리밀을 사용해 정성으로 자연발효종 르뱅 빵을 만들고 있습니다. 밀가루가 잘 소화되지 않는 분에게도 부담없이 먹을 수 있는 속이 편안한 건강한 빵입니다. 리조이스 잠봉뵈르제주 흑돼지 잠봉햄 리조이스 르뱅빵, 프랑스 버터만을 사용해 만든 단백한 맛의 리조이스 샌드위치입니다. 비프 토마토 스튜 시즌 메뉴, 비프와 계절 야채가 들어가 풍성한 맛과 마음까지 따뜻하게 해주는 홈메이드 토마토 스튜입니다. 리조이스 커피에디오피아 게이샤네추럴을 사용한 풍부한 향을 느낄 수 있는 중간배전의 커피입니다. 제주 몬딱쥬스 천혜향, 당근, 제주의 천혜향과 당근의 맛을 그대로 담은 진한 맛의 리얼 100퍼센트의 착즙 주스가 있다. 월평 정류장이 인접해 있습니다."
"주소","제주 서귀포시 이어도로 392 1층 리조이스카페"
"주소(도로명)","제주특별자치도 서귀포시 이어도로 392"
"주소(지번주소)","제주특별자치도 서귀포시 월평동 547"
"대표번호","064-739-5912"
"영업시간","10:30 - 18:00"
"휴무일","매주 월요일, 일요일"
"취급메뉴","토마토비프스튜, 리조이스 브런치"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 인테리어가 멋져요, 매장이 청결해요"
