"관광타입","음식점"
"음식점명","피그농원"
"개요","안녕하세요. 제주 모슬포항 맛집 피그농원입니다. 저희 피그농원은 지역 주민들이 많이 찾아주시는 신뢰 깊은 식당으로, 항상 정직함과 푸짐한 인심으로 대접해드리고자 하는 신념으로 성실하고 변함없이 일하고 있습니다. 감사합니다. 모슬포 맛집, 피그농원 모슬포점, 모슬포 맛집 문의주세요. 모슬포 맛집 피그농원 모슬포점입니다. 모슬포 맛집 피그농원 모슬포점. 우리들마트가 인접해 있습니다."
"주소","제주 서귀포시 대정읍 일주서로 2641"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 일주서로 2641"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 1293"
"대표번호","064-792-8075"
"영업시간","09:00 - 21:30"
"휴무일","없음"
"취급메뉴","흑돼지모듬, 한방갈비탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 주차하기 편해요, 양이 많아요, 친절해요"
