"관광타입","음식점"
"음식점명","해맞이쉼터"
"개요","해안도로에 위치한 식당으로 커다란 창문으로 보이는 바다 풍경이 낭만적이다. 해물을 푸짐하게 넣고 끓여주는 라면으로 유명하다. 바삭한 해물파전을 함께 먹어도 좋다. 그러기에는 해맞이 쉼터가 좋다. 그날 그날 가장 신선한 해산물들을 들여와  하루 장사하는 양이 판매가 다 되어버리면 문을 닫아야 해요. 단체로 오시는 분들은 미리 전화주시면 좋겠어요. 바다 바로 앞에 있는 풍경이 최고인 우리 해맞이 쉼터에는 육지에서 놀러오신 손님들이 마음편하게 쉬었다 가실 수 있는 그런 곳이 되겠습니다. 평대리해수욕장, 평대 게스트하우스가 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 1116"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 1116"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 평대리 2033-19"
"대표번호","064-782-7875"
"영업시간","10:00 - 20:00"
"휴무일","없음"
"취급메뉴","문어라면, 해산물라면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요"
