"관광타입","음식점"
"음식점명","창흥식당"
"개요","19년간 2대째 운영 중인 저희 창흥식당은 집에서 우리 가족이 먹는 밥처럼 건강하고 소중한 한 끼가 되도록 신선함, 맛, 정갈함을 차리기 위해 항상 노력하고 있습니다. 따로 예약은 불가하며, 식당 내부가 협소하여 8인 초과 단체 손님은 받지 않는 점 양해 바랍니다. 조기 마감, 영업시간, 휴무 등은 인스타그램 실시간 공지를 참고 바랍니다. 주차는 함덕해수욕장 무료주차장 또는 함덕 오일 시장 무료주차장을 이용 바라며, 가게 앞 골목 주차 시 출입문을 막거나 차량 통행에 방해가 되지 않도록 주차 부탁드립니다. 애견 동반 입장 불가합니다. 함덕민속오일시장, 함덕3구노인정이 인접해 있습니다."
"주소","제주 제주시 조천읍 함덕16길 15 창흥식당 제주보롬"
"주소(도로명)","제주특별자치도 제주시 조천읍 함덕16길 15"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 992"
"대표번호","0507-1356-8508"
"영업시간","11:00-20:00"
"휴무일","전화문의"
"취급메뉴","양념흑돼지산적, 고등어구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 친절해요, 양이 많아요, 재료가 신선해요"
