"관광타입","음식점"
"음식점명","월정리 담또와"
"개요","빵 소진 시, 조기 영업종료합니다. 아기자기 작은 빵집입니다. 주차는 월정리 해변 공영주차장에 주차 부탁드립니다. 담또와는 좋은 재료로 맛있는 제품을 만드는데 집중하고 있습니다. 프랑스산 고메버터와 생크림을 사용하고 있답니다. 조용한 분위기의 캠핑 분위기를 낼 수 있는 빵집입니다. 예쁘고 아기자기한 빵을 직접 만드는 월정리 베이커리입니다. 픽미클럽포차, 백수당이 인접해 있습니다."
"주소","제주 제주시 구좌읍 월정1길 62"
"주소(도로명)","제주특별자치도 제주시 구좌읍 월정1길 62"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 월정리 593"
"대표번호","0507-1486-0855"
"영업시간","09:00 - 17:00"
"휴무일","매주 화요일, 수요일"
"취급메뉴","소금빵, 초코소금빵"
"주차시설 유무","있음"
"리뷰키워드","빵이 맛있어요, 친절해요, 매장이 청결해요, 특별한 메뉴가 있어요, 커피가 맛있어요"
