"관광타입","음식점"
"음식점명","곰이당"
"개요","외돌개 근처에서 김밥, 커피, 케이크가 있는 맛있는 공간입니다. 제주도에서만 먹을 수 있는 튀김을 넣어 고소한 맛이 일품인 김밥과 양식과 접목한 특별하면서도 밥 말아먹고 싶은 떡볶이 시리즈, 여러 번 대회 수상을 한 아프리카 베이스의 향이 살아있는 커피가 있으며, 전문 파티쉐가 만든 입에서 살살 녹는 부드러움이 특징인 치즈케이크가 있는 유명한 맛집입니다. 근처에 외돌개나라, 앤돌핀다이브가 인접해 있습니다."
"주소","제주 서귀포시 남성로 122 1층"
"주소(도로명)","제주특별자치도 서귀포시 남성로 122"
"주소(지번주소)","제주특별자치도 서귀포시 서홍동 744-13"
"대표번호","0507-1387-0722"
"영업시간","10:00 - 20:00"
"휴무일","매주 화요일"
"취급메뉴","마늘듬뿍떡볶이, 간장떡볶이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 양이 많아요, 재료가 신선해요"
