"관광타입","음식점"
"음식점명","아서원 "
"개요","2022년 07월 01일부터 새로운 곳에서 이전 오픈합니다. 효돈동 주민센터 인근에 있는 중식당입니다. 실내는 널찍한 입식 구조인데요. 오징어와 홍합, 새우, 채소 등을 넣고 끓여 내는 얼큰한 국물의 짬뽕과 바삭하게 튀겨낸 돼지고기에 새콤달콤한 소스를 얹어내는 탕수육을 비롯해 보통 중식당에서 맛볼 수 있는 식사와 요리 메뉴가 준비되어 있지요. 탐라인글로벌, 효돈 농협 중앙 감귤작목반이 인접해 있습니다."
"주소","제주 서귀포시 칠십리로 699"
"주소(도로명)","제주특별자치도 서귀포시 칠십리로 699"
"주소(지번주소)","제주특별자치도 서귀포시 하효동 876-6"
"대표번호","0507-1420-3130"
"영업시간","10:30 - 18:30"
"휴무일","전화문의"
"취급메뉴","짬뽕, 짜장면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요, 양이 많아요"
