"관광타입","음식점"
"음식점명","판포그때그집 제주협재판포점"
"개요","제주 푸른 바다가 한눈에 보이는 신창 풍차 해안 도로에 위치한 제주 그때그집 판포 직영점입니다. 제주 그때그집은 애월 본점으로 시작해서 함덕, 세화, 한림, 공항, 노형, 시청, 산방산, 중문, 판포, 서울제주흑돼지집 갈현점 11곳에 지점을 운영하고 있는 흑돼지 전문점입니다. 항상 고객님에게 만족스러운 식사를 제공할 수 있도록 노력하겠습니다. 감사합니다. 이인태타코, 귤당리협재점이 인접해 있습니다."
"주소","제주 제주시 한경면 판포1길 44-1 판포그때그집"
"주소(도로명)","제주특별자치도 제주시 한경면 판포1길 44-1"
"주소(지번주소)","제주특별자치도 제주시 한경면 판포리 2947-5"
"대표번호","064-772-9229"
"영업시간","11:00-22:00"
"휴무일","매주 화요일"
"취급메뉴","제주 흑돼지 김치찌개, 제주 흑돼지 오겹살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요,  뷰가 좋아요, 가성비가 좋아요"
