"관광타입","음식점"
"음식점명","담백"
"개요","제주도에서 꼭 먹어봐야 할 갈치, 전복, 흑돼지를 원재료로 사용하여 갓 지은 따뜻한 밥과 함께 1인 밥상을 제공해 드리고 있습니다. 매장은 협소하지만 월정리 바다를 보며 조용하고 편안하게 식사하실 수 있는 분위기를 만들기 위해 노력 중입니다. 최대 4인석이기 때문에 4인 이상 방문하실 때에는 부득이하게 나눠 앉으셔야 한다는 점 양해 부탁드립니다. 아이와 함께 입장 가능하나, 좁은 가게이고, 뜨거운 솥밥과 찌개를 제공해 드리는 곳이다 보니 아이들이 자리에 앉아있도록 지도 부탁드립니다. 아기 의자 2개 구비되어 있습니다. 반려동물은 캐리어나 가방 안에 있을 때만 입장이 가능하고, 너무 짖는 아이는 다른 손님이 무서워하거나 불편해하실 수 있기 때문에 입장이 어렵다는 점 양해 부탁드려요. 월정스캔들, 농부파스타집이 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 518"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 518"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 행원리 1518-2"
"대표번호","0507-1494-0208"
"영업시간","09:00 - 16:00"
"휴무일","전화문의"
"취급메뉴","전복솥밥, 갈치솥밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 뷰가 좋아요, 양이 많아요"
