"관광타입","음식점"
"음식점명","연탄석쇠구이"
"개요","제주도에서 가장 오래된 흑돼지 연탄구 이 전문점입니다. 현지인들이 많이 찾아가는 맛집입니다. 최대 50명정도 착석 가능합니다. 흑돼지 연탄불 생구이로만 17년동안 운영하셨는데 가격도 주변 업체들에 비해서 훨씬 저렴합니다. 밑반찬이 생각보다 굉장히 맛있고, 생파에 초장이 뿌려져 있는게 있는데 이것도 고기랑 같이 먹으면 정말 맛있습니다. 된장찌개는 공기밥을 시키면 나옵니다. 된장찌개도 시원한 맛이 일품입니다. 양이 굉장히 푸짐합니다. 아무래도 도민들이 많이 찾아가는 맛집이기 때문에 관광식당에서 받는 불안감이나 스트레스 없이 즐겁게 식사를 즐길 수 있습니다. 다만 그럼에도 불구하고 관광객들이 알아서 많이 찾아옵니다. 제주공항근처맛집으로 굉장히 유명한 맛집입니다. 공항까지 15분거리 이내이기 때문에, 공항 근처에서 식사하기 매우 좋습니다. 주머니가 가벼운 회사원들이나, 가족단위의 모임에도 부담없이 즐길 수 있는 가격이기 때문에 도민들이 정말 많이 찾는 맛집입니다. 펜션 사장님들이 많이 추천해주시는 제주도민맛집이기도 합니다. 동양선박, 우진수산이 인접해 있습니다."
"주소","제주 제주시 도공로 14-2"
"주소(도로명)","제주특별자치도 제주시 도공로 14-2"
"주소(지번주소)","제주특별자치도 제주시 도두일동 2616-9"
"대표번호","064-711-3309"
"영업시간","11:00/16:00-23:00"
"휴무일","첫째, 셋째 화요일"
"취급메뉴","김치찌개, 흑돼지오겹살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 양이 많아요"
