"관광타입","음식점"
"음식점명","박가랑춘천닭갈비 "
"개요","저희 박가랑춘천닭갈비는 제주산 닭다리살만 사용하며 저희가 직접 만든 소스로 숙성 시켜 안에서 조리완료 후 바로 드릴수 있게 나갑니다. 기다리시는 동안에 드실수있게 새우초밥, 콘치즈, 새우장, 두부김치, 계란찜, 샐러드, 야채류, 무쌈 나가고 있습니다. 항상 청결하고 정직하게 최선을 다하겠습니다. 저희 박가랑춘천닭갈비 많이 사랑해주세요. 루스트플레이스, 피자알볼로, 한솥도시락이 인접해 있습니다."
"주소","제주 제주시 우정로 82"
"주소(도로명)","제주특별자치도 제주시 우정로 82"
"주소(지번주소)","제주특별자치도 제주시 외도일동 636-5"
"대표번호","064-743-3222"
"영업시간","16:00~02:00"
"휴무일","매주 수요일"
"취급메뉴","닭갈비, 쭈꾸미볶음"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요"
