"관광타입","음식점"
"음식점명","돈사돈 서귀포점"
"개요","생근고기 흑돼지 최고의 맛을 자부하는돈사돈서귀포점입니다. 신선한 100퍼센트 제주산 생근고기 흑돼지, 정성을 다하여 직접 준비하는 김치찌개와 밑반찬을 드셔보시면 후회 없는 선택이심을 자부합니다. 유머와 센스가 넘치는 사장님, 친절한 직원들. 깨끗하고 넓은 매장, 초보님들도 두려움이 없는 주차장, 멋진 뷰는 덤이라는 놀라운 사실. 1. 강정마을 입구에서 켄싱턴리조트 사이 왼쪽에 위치하고 있습니다. 켄싱턴리조트에서 도보로 10분 정도 소요됩니다. 2. 신시가지 밸류호텔에서 차량 이동 시 소요 시간 10분 이내입니다. 3. 매일 올래 시장 주변, 더퍼스트70 호텔에서 차량이 동시 소요 시간 15분 이내입니다. 돈사돈 서귀포점 언제나 환영입니다. 아름다운 제주 여행에 저희 매장에 오셔서 좋은 추억, 맛있는 추억 만드세요. 푸라닭강정점, 풍향빌리지가 인접해 있습니다."
"주소","제주 서귀포시 이어도로 778-1"
"주소(도로명)","제주특별자치도 서귀포시 이어도로 778-1"
"주소(지번주소)","제주특별자치도 서귀포시 강정동 779"
"대표번호","064-738-0779"
"영업시간","12:00 - 21:30"
"휴무일","매주 수요일"
"취급메뉴","흑돼지, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 뷰가 좋아요"
