"관광타입","음식점"
"음식점명","타쿠마 스시"
"개요","저희 타쿠마 스시는 호텔 출신 셰프가 직접 제주산 식재료를 활용하여 만드는 제주 느낌의 숙성 스시 전문점으로 제주의 관광 명소 중에 으뜸인 성산 일출봉과 섭지코지 사이에 위치해 있습니다. 성산 일출봉을 바라보며 제주 로컬푸드의 참맛을 느끼고 싶으신 분들은 저희 타쿠마 스시를 방문해 주시기 바랍니다. 가시아방국수, 지에스25 성산신양점이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 섭지코지로 15"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 섭지코지로 15"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 489-4"
"대표번호","064-783-4894"
"영업시간","11:30-22:00"
"휴무일","매주 화요일"
"취급메뉴","초밥, 일출봉슈토아에"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요, 주차하기 편해요"
