"관광타입","음식점"
"음식점명","산지물 본점"
"개요","신선도에 있어서 만큼은 고개를 끄덕이며 인정할 수밖에 없는 식당이 있습니다. 신선한 생선을 신속하게 가져오느라 매일 새벽이 바쁜 산지물식당이 바로 그 곳 입니다. 그도 그런 것이 식당이 제주시의 유일한 부두인 서부두에 위치해 있을 뿐만 아니라 수산협동조합 어판장도 바로 길 건너편에 있기 때문입니다. 저희 산지물식당의 음식은 제주도에서 생산되는 순수 자연산 생선만을 취급하여 감히 따라오지 못할 신선함을 가지고 있습니다. 제주공항, 서부두, 제주호텔더블유탑동, 참숯고이몬트락이 인접해 있습니다."
"주소","제주 제주시 임항로 26"
"주소(도로명)","제주특별자치도 제주시 임항로 26"
"주소(지번주소)","제주특별자치도 제주시 건입동 1388-1"
"대표번호","064-752-5599"
"영업시간","07:30 - 22:30"
"휴무일","없음"
"취급메뉴","한치, 전복죽"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 가성비가 좋아요"
