"관광타입","음식점"
"음식점명","선반내천지연무태장어 "
"개요","선반내천지연무태장어입니다. 대풍옥.대풍닭집, 세림피스 인근에 위치하고 있습니다. 야유회 및 각종 모임에 적합한 단체석 100석 이상 마련되어 있습니다. 가족이나 연인, 친구와 식사하기도 좋은 실내석과 야외석도 마련되어 있으니 많은 방문 부탁드립니다. 맛있는 음식으로 대접하겠습니다. 걸매공원 출입구 우측 방면 대풍옥 아래 건물입니다. 찾기 어려우실 때 가게로 전화주시면 친절하게 설명해드리겠습니다. "
"주소","제주 서귀포시 일주동로 8737"
"주소(도로명)","제주특별자치도 서귀포시 일주동로 8737"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 332-3"
"대표번호","064-732-0051"
"영업시간","10:00 - 22:00"
"휴무일","격주 월요일 "
"취급메뉴","무태장어 구이, 오리백숙"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 뷰가 좋아요, 재료가 신선해요, 매장이 넓어요"
