"관광타입","음식점"
"음식점명","레술토랑 혼디 "
"개요","안녕하십니까. 레술토랑혼디는 기술 보다는 정성으로 음식을 만들기 때문에 손이 많이 갑니다. 그러나 몇몇 입맛에 맞지 않는 음식이 있다면 손님과 소통해가며 보완해서 고객님들과 함께 가겠습니다. 혼디의 모든 핵심소스나 재료들은 쉐프가 직접 만들고 있으니 맛 뿐만 아니라 건강면에서도 안심하고 드실수 있습니다. 한번에 100명의 손님 보다 한명의 손님이 100번을 찾아올수 있는 가게를 만드는게 꿈인 혼디 주인장 입니다. 끝까지 읽어주셔서 너무 감사 드립니다. 오늘도 행복과 함께 하는 하루가 되길 바랍니다. 외도구역, 어린이공원이 인접해 있습니다."
"주소","제주 제주시 우령서로 57"
"주소(도로명)","제주특별자치도 제주시 우령서로 57"
"주소(지번주소)","제주특별자치도 제주시 외도일동 534-1"
"대표번호","0507-1313-8697"
"영업시간","17:00~00:30"
"휴무일","매주 수요일"
"취급메뉴","문개몸 크림파스타, 마농 크림 파스타"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요, 가성비가 좋아요"
