"관광타입","음식점"
"음식점명","이화수전통육개장 제주영어교육도시점"
"개요","맛이 좋아 먹으면 즐거워지는 이화수전통육개장입니다. 이화수는 기쁨과 즐거움이 아름답게 피어난다는 뜻으로 매장에 머무르시는 동안 맛있게 드시고, 더불어 기쁜 마음을 갖고 돌아갈 수 있는 매장을 만들자는 뜻을 담은 이름입니다. 대중적인 음식 전통 육개장이라는 아이템과 전문화된 우수 프랜차이즈 시스템 구축 경험을 바탕으로 탄생한 체계화된 전문 브랜드입니다. 아트팰리스, 재홍각이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 중산간서로 2242"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 중산간서로 2242"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 구억리 222-6"
"대표번호","0507-1472-3210"
"영업시간","10:30 - 20:00"
"휴무일","매주 일요일"
"취급메뉴","전통 육개장, 육개장 칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 혼밥하기 좋아요"
