"관광타입","음식점"
"음식점명","연돈가"
"개요","픽업 무료 서비스입니다. KBS 방송에 나온 바로 그 집입니다. 그릴링 경력자들로 구성된 팀으로 흑돼지 고기 최고 등급 생고기만 취급, 선별에서 완벽한 손질에 맛있게 연탄불에 굽는 기술까지 정말 맛과 신선도에 서비스까지 최고임을 자부합니다. 연탄 기본 초벌 시간 약 15분입니다. 연탄구이 웰던 주문 시 약 20분 소요되오니 사전 주문하시면 편리합니다. 제주불빛정원, 풍원 정인국수가 인접해 있습니다."
"주소","제주 제주시 애월읍 평화로 2346"
"주소(도로명)","제주특별자치도 제주시 애월읍 평화로 2346"
"주소(지번주소)","제주특별자치도 제주시 애월읍 유수암리 1083"
"대표번호","064-712-0111"
"영업시간","11:00 - 22:00"
"휴무일","없음"
"취급메뉴","흑돼지김치찌개, 함흥냉면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 양이 많아요"
