"관광타입","음식점"
"음식점명","부워크"
"개요","부워크는 친환경 숍으로  다양한 비건 음식들과 제주 흑돼지로 만든 햄버거, 라자니아, 함박스테이즈, 샌드위치 등 제주 특산물을 이용한 음식을 선보이며, 전 메뉴를 비건 옵션으로 가능하게 준비하고 있습니다. 제주 흑돼지 외 감귤을 이용한 귤사믹 에이드, 감귤차, 유기농 그릭 요구르트, 감귤주스 등 제주의 특산물을 이용한 메뉴와 상품을 준비하고 있습니다. 매일 제주 흑돼지와 제주의 제철 야채로 만드는 수제햄버거, 라자니아, 잠봉 샌드위치와 파니니가 제주도에서 볶은 신선한 커피와 함께 브런치 세트로 제공됩니다. 모든 메뉴는 도시락으로 테이크아웃 가능하며 전 메뉴 비건 옵션을 선택할 수 있습니다. 햄버거와 햄버그스테이크 라이스는 모두 비건 옵션으로 가능하며, 수제로 만든 두부버섯 패티로 만든 비건 버거와 비건 햄버그스테이크, 비건 가지 라자니아가 특별한 부워크 소스와 함께 구운 야채들과 함께 정성스럽게 준비됩니다. 부워크의 데일리 커피는 2021 에스프레소 스로운다운 챔피언이 된 제주의 나인 브로스 커피의 스페셜티 커피를 사용하며, 직접 챔피언 바리스타가 볶은 원두를 공급받아 최상의 컨디션의 커피를 제공하기 위해 수시로 교육을 받고 있습니다. 이외에도 제주의 다양한 바리스타가 로스팅 한 스페셜티 원두를 소개하고 서브하고 있습니다. 또한 브랜드 마케터 출신의 주인장이 엄선한 제주의 친환경 제품들을 소개해 드립니다. 제주에서 만든 친환경 브랜드들을 소개하며, 제주의 특산물로 만든 제주 소품들, 여행 선물을 판매합니다. 또한 제주의 특산물인 감귤을 이용해서 만든 친환경 세제 브랜드인 코코리의 리필 스테이션을 함께 운영하고 있어서 공병 혹은 빈 통을 가지고 오시면 코코리 세제들을 리필해서 불필요한 용기 사용을 줄이는 캠페인을 진행하고 있습니다.  제주도의 대표적인 비치 클린 NGO인 공익법인 세이브 제주바다의 판포 비치 클린센터를 운영하고 있어서, 식사 후 비치 클린을 진행하고 싶다면 바로 진행하실 수 있게 도와드립니다.   평일, 토요일 오픈은 오전 11시부터 오후 4시까지 운영됩니다. 라스트 오더는 오후 3시 30분입니다. 특별한 날을 위한 공간 대여 및 팝업 문의는 별도로 문의하시면 대여해 드리고 있습니다. 단체석은 2층 바다 뷰가 보이는 별도 공간 운영 중이며, 대여 비용 별도로 운영하고 있습니다. 일일 창업을 원하시는 분들께, 부엌 공간을 렌트해 드립니다. 또한 다양한 니즈에 공간을 렌트해 드립니다. 단체 도시락 및 케이터링 서비스도 가능합니다. 제주올레수산, 금단영펜션이 인접해 있습니다."
"주소","제주 제주시 한경면 일주서로 4472"
"주소(도로명)","제주특별자치도 제주시 한경면 일주서로 4472"
"주소(지번주소)","제주특별자치도 제주시 한경면 금등리 660-2"
"대표번호","0507-1317-0811"
"영업시간","전화문의"
"휴무일","매주 목요일, 일요일"
"취급메뉴","부워크 제주 흑돼지 베이컨 수제 더블치즈버거 세트, 불고기 버섯 더블치즈파니니"
"주차시설 유무","있음"
"리뷰키워드","없음"
