"관광타입","음식점"
"음식점명","그마니네식당"
"개요","맛도 그만, 가격도 그만, 만족하면 그만, 그마니네입니다. 제주산 생물 갈치로 더욱 신선하고 부드럽게 즐겨보세요. 또한 오늘의 이벤트도 놓치지 마시길 바랍니다. 정직하고 맛깔스러운 음식들로 더더욱 기분 좋은 하루 되십시오. 4에서 5명이 충분히 먹을 수 있는 전복해물탕 스페셜, 해물탕도 스페셜하게 즐겨보시라고 준비해 봤습니다. 해물 가득, 맛 가득, 입안에 해물 풍미 가득하게 채워보시길 바랍니다.  바다위에펜션, 이춘옥하우스가 인접해 있습니다."
"주소","제주 제주시 애월읍 일주서로 7219"
"주소(도로명)","제주특별자치도 제주시 애월읍 일주서로 7219"
"주소(지번주소)","제주특별자치도 제주시 애월읍 하귀1리 266-6"
"대표번호","0507-1471-9242"
"영업시간","07:00 - 22:30"
"휴무일","없음"
"취급메뉴","전복해물탕, 통은갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요"
