"관광타입","음식점"
"음식점명","삼강식당 "
"개요","안녕하세요. 저희 삼강식당은 제주특별자치도 서귀포시 서호동 1148 13번지에 위치하고, 아버지 대부터 이어온 전통 있는 오리 샤브샤브 전문점입니다. 저희 식당은 산지에서 매일 갓 잡은 오리를 주재료로 하고 있습니다. 코스로는 샤브샤브를 먹고 나면 살이 많은 오리 뼈를 갈비처럼 맛있게 뜯을 수 있습니다. 이어서 메밀수제비나 오리 죽을 선택하여 먹고 나면 영양 듬뿍 몸보신으로 최고입니다. 싱싱한 야채를 샤브샤브와 함께 직접 개발한 특제 간장소스에 찍어먹는 맛과 누구도 맛낼 수 없는 맛깔스럽고 시원한 육수의 맛을 잊을 수 없어 단골손님들이 끊임없이 찾아오고 입 소문을 내주고 있답니다. 알칼리성 식품으로 동맥경화, 고혈압 같은 성인병 예방에 효과가 있는 영양만점 청둥오리 샤브샤브로 온 가족의 영양보충을 해 보는 것은 어떨까요. 최고의 서비스와 맛으로 보답해드리겠습니다. 감사합니다. 다온빌리지가 인접해 있습니다. "
"주소","제주 서귀포시 신서로102번길 53"
"주소(도로명)","제주특별자치도 서귀포시 신서로102번길 53"
"주소(지번주소)","제주특별자치도 서귀포시 서호동 1148-13"
"대표번호","064-739-1136"
"영업시간","17:00 - 22:00"
"휴무일","셋째, 격주 월요일 휴무"
"취급메뉴","오리한마리, 죽 추가"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
