"관광타입","음식점"
"음식점명","중문해물라면오빠네 본점"
"개요","미향해장국이 인근에 위치하고 있습니다. 제주도 중문관광단지에 있는 작은 식당입니다. 직접 하나하나 채워 넣은 인테리어와 편안한 분위기로 손님들이 맘 편히 든든한 한 끼를 드실 수 있는 제주스러운 가게입니다. 항상 건강한 먹거리를 준비하기 위해 노력하고 있습니다. 대표 메뉴인 문어 해물라면은 수제로 만드는 비법 소스를 사용해 캡사이신과 라면 스프를 1g도 넣지 않고도 문어의 탄력과 싱싱한 해물의 맛이 느껴지는 시원하고 얼큰한 맛을 냅니다."
"주소","제주 서귀포시 일주서로 962 오빠네해물라면"
"주소(도로명)","제주특별자치도 서귀포시 일주서로 962"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2121-1"
"대표번호","064-738-8957"
"영업시간","09:00 - 20:30"
"휴무일","없음"
"취급메뉴","문어해물라면, 전복치즈밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 양이 많아요"
