"관광타입","음식점"
"음식점명","국수몽"
"개요","서귀포 중문 고기 국수 맛집입니다. 모든 육수는 직접 정성 들여 만들고 있고, 기본 찬도 직접 만듭니다. 중문 관광단지 입구에서 2분 거리에 있어 방문하시기 편합니다. 예약을 통해서 오실 시 웨이팅 없이 바로 식사 가능합니다. 모든 육수는 새벽 내내 저희가 직접 끓이고 고아서 만든 육수이므로 안심하고 드셔도 됩니다. 깔끔 담백의 진수 저희가 보여드리겠습니다. 농협, 틈새 식당이 인접해 있습니다."
"주소","제주 서귀포시 천제연로207번길 1 국수몽"
"주소(도로명)","제주특별자치도 서귀포시 천제연로207번길 1"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2007-4"
"대표번호","0507-1407-1998"
"영업시간","09:30 - 21:00"
"휴무일","없음"
"취급메뉴","고기국수, 보말칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 가성비가 좋아요, 양이 많아요"
