"관광타입","음식점"
"음식점명","소라횟집"
"개요","3대가 운영하는, 50년 전통 횟집입니다. 관광은 음식입니다. 2020년 7월 저희 집 쓰끼다시는 활한치, 갈치, 활고등어, 소라, 아나고, 문어, 멍게, 전복, 육소라, 엔삐라, 고등어구이, 볶음밥, 고구마튀김입니다. 주변에 화려한 간판과 호객 행위에 현혹되지 맙시다. 여러분을 최고의 손님으로 모시겠습니다. 들어오셔서 맛있게 드십시오. 감사합니다. 광장바이크, 제주공상이 인접해 있습니다."
"주소","제주 제주시 서부두길 18-2"
"주소(도로명)","제주특별자치도 제주시 서부두길 18-2"
"주소(지번주소)","제주특별자치도 제주시 건입동 1319-87"
"대표번호","064-757-9953"
"영업시간","10:30 - 22:59"
"휴무일","없음"
"취급메뉴","전복회, 전복구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 단체모임 하기 좋아요, 양이 많아요"
