"관광타입","음식점"
"음식점명","돼지삼형제"
"개요","셰프가 구워주는 돼지삼형제 고기는 우리가 구울 테니 손님은 즐기기만 하세요. 셰프가 직접 구워 타지 않고 육즙 가득합니다. 셰프가 구워주어 타지 않습니다. 셰프가 구워주어 더 맛있습니다. 셰프가 구워주어 더 청결합니다. 중문 최초 셰프가 구워주는 흑돼지 전문점입니다. 육즙 가득 행복 가득한 식사를 제공해 드리겠습니다. 파스쿠찌, 대지건설이 인접해 있습니다."
"주소","제주 서귀포시 천제연로232번길 16 천제연로232번길16"
"주소(도로명)","제주특별자치도 서귀포시 천제연로232번길 16"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 1939-1"
"대표번호","064-738-3092"
"영업시간","12:00 - 22:00"
"휴무일","매주 화요일"
"취급메뉴","흑돼지근고기, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 양이 많아요"
