"관광타입","음식점"
"음식점명","엘림소반"
"개요","제주도 중산간의 작고 평화로운 마을 신평리 그 안에 가족의 안식처를 마련하고 곁에 작은 식당을 꾸몄습니다. 엘림 Elim이라는 식당의 이름은 성경에 나오는 출애굽기 15. 27에서 인용한 것입니다. 지치고 힘든 여정에 잠시나마 한숨 돌리고 쉬어갈 수 있는 그런 역할을 하는 장소가 되면 좋겠다는 바램을 가지고 작명했습니다. 마을에서 재배하는 먹거리들로 상차림을 하여 가족이 함께 먹는 건강한 식단을 소개해 드립니다. 신평리 마을회관, 신평리 경로회관이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 추사로 288-6"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 추사로 288-6"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 신평리 366-2"
"대표번호","0507-1408-6545"
"영업시간","전화문의"
"휴무일","매주 일요일, 공휴일"
"취급메뉴","낙지비빔밥, 소불고기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 혼밥하기 좋아요"
