"관광타입","음식점"
"음식점명","외도구역"
"개요","입이 기뻐할 공간을 추구하는 무국적식당입니다. 제주에서 호텔주방으로 시작해서 아시안주방에서 일하다가 양식주방에서도 일해보고 서울에서 더 많은 것을 보고 배우고 싶어서 서울에 상경하여 파스타, 화덕피자, 코스요리 등 호텔에서 느끼지 못하는 개인업장에서 배울수있는 것을 배우고 제주에 내려와 제가 하고싶은 음식을 판매하고 싶은데 나라별 경계가 없고 맛만 있으면 하는 그런 식당을 운영하고 싶어서 후토마끼, 파스타, 오코노미야끼, 그라탕, 짬뽕 등 제가 제일 자신 있는 양식쪽에서는 색다른 파스타나 그라탕 종류를 판매하는 곳입니다. 그리고 하고픈 요리가 많아서 오늘의 안주라는 매일 메뉴가 변경되는 가격도 착한 안주류를 만들고 있습니다. 카페오르덴, 한라주택이 인접해 있습니다."
"주소","제주 제주시 우정로12길 38"
"주소(도로명)","제주특별자치도 제주시 우정로12길 38"
"주소(지번주소)","제주특별자치도 제주시 외도일동 534-8"
"대표번호","0507-1428-7273"
"영업시간","18:00~23:00"
"휴무일","매주 월요일, 화요일"
"취급메뉴","후토마끼, 초리조가지그라탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 청결해요, 친절해요, 특별한 메뉴가 있어요, 인테리어가 멋져요"
