"관광타입","음식점"
"음식점명","애월은혜전복"
"개요","메뉴 3개 이상 주문 시 제주산 고등어 한 마리 서비스로 제공됩니다. 메뉴 2개 주문 시 제주산 고등어 반 마리 서비스로 나갑니다. 재료비 상승으로 인해 가격 인상합니다. 모든 재료 비용이 상승하여 저희 또한 전 메뉴를 일천 원 인상합니다. 너그러운 맘으로 헤아려 주시길 바라며 전복 전문점으로써 정성을 담아 맛있는 요리로 보답하겠습니다. 애월은혜전복집은 정성을 파는 곳입니다. 들어가는 재료 하나하나에 모든 정성을 기울였습니다. 어제도 오늘도 그리고 내일도 가족을 위한 식사처럼 정성을 다하겠습니다. 오시는 모든 분들에게 특별한 시간이 되시길 바랍니다. 전복 전문점으로써 전복 돌솥밥, 전복 물회, 전복죽, 전복뚝배기, 전복 해물라면, 전복 찜, 전복 버터구이, 고등어를 반찬으로 정성을 다하는 곳 은혜전복입니다. 푸린 제주애월점, 콜린 제주가 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로1길 24-3"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로1길 24-3"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 2528"
"대표번호","064-799-9060"
"영업시간","09:40 - 20:00"
"휴무일","없음"
"취급메뉴","전복돌솥밥, 전복 물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 매장이 청결해요"
