"관광타입","음식점"
"음식점명","해진횟집"
"개요","서부두 방파제 인근에 자리 잡은 횟집입니다. 3층에 150명까지 수용 가능하여 단체회식이나 세미나, 팀 회식장소로 이용 하시기 좋습니다. 건물의 2층이나 3층 창가 자리에 앉으면 바다가 한눈에 들어오는 전망이 시원한 느낌이 들고요, 회를 주문하면 초밥, 해산물 회 등의 반찬이 곁들여지는데요, 그날그날 들어온 어종 중에서 원하는 것으로 골라서 즐길 수 있습니다. 탑동 서부두 입구, 끄티 탑동이 인접해 있습니다."
"주소","제주 제주시 서부두길 22-1"
"주소(도로명)","제주특별자치도 제주시 서부두길 22-1"
"주소(지번주소)","제주특별자치도 제주시 건입동 1435-2"
"대표번호","064-722-4584"
"영업시간","10:00 - 23:30"
"휴무일","없음"
"취급메뉴","참돔, 구문쟁이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 뷰가 좋아요, 매장이 넓어요"
