"관광타입","음식점"
"음식점명","태연정육식당"
"개요","안녕하세요. 태연정육식당입니다. 한평생 고기만을 바라보고 먹어봤기에 고기에 관련된 내용에 있어서는 고기박사입니다. 최상급 고기를 배부르게 먹었음에도 가격이 저렴해서 많은 손님분들께서 놀라십니다. 항상 최상의 고기를 푸짐하고 저렴하게 드실 수 있도록 신념을 가지고 손님분들을 맞이하고 있으며, 앞으로도 자신 있게 저희 집을 추천할 수 있도록 최선을 다하겠습니다. 감사합니다. 농협, 기반이엔씨가 인접해 있습니다."
"주소","제주 제주시 서사로 187"
"주소(도로명)","제주특별자치도 제주시 서사로 187"
"주소(지번주소)","제주특별자치도 제주시 오라일동 2454-5"
"대표번호","0507-1476-0258"
"영업시간","10:00~24:00"
"휴무일","매주 월요일"
"취급메뉴","황소 한마리, 돼지 모듬"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 재료가 신선해요, 친절해요, 양이 많아요"
