"관광타입","음식점"
"음식점명","불타는여고24시떡볶이 삼화점"
"개요","안녕하세요. 찾아주신 고객님께 진심으로 감사드립니다. 불타는여고24시떡볶이 삼화점입니다. 저희 매장을 이용해 주셔서 감사합니다. 항상 좋은 맛과 친절함을 드리기 위해 많은 노력을 하고 있습니다. 앞으로도 고객님들의 관심과 사랑에 보답하기 위해더 좋은 맛과 서비스를 제공해드릴 것을 약속드리며 최상의 맛과 친절함을 드리는 불타는여고24시떡볶이 계산점이 되겠습니다. 감사합니다. 뚜레쥬르, 농협이 인접해 있습니다."
"주소","제주 제주시 화삼로1길 18"
"주소(도로명)","제주특별자치도 제주시 화삼로1길 18"
"주소(지번주소)","제주특별자치도 제주시 화북일동 1015-1"
"대표번호","064-753-0925"
"영업시간","11:00~01:00"
"휴무일","전화문의"
"취급메뉴","불여시떡볶이, 불여시어묵볶이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 혼밥하기 좋아요, 친절해요, 양이 많아요, 가성비가 좋아요"
