"관광타입","음식점"
"음식점명","탐나는문어 하도점"
"개요","제주도 최고의 문어요리 전문점, 탐나는 문어입니다. 통문어 한 마리에 제주 감귤 특제 소스가 들어간 통문어 부대찌개와 통문어 볶음, 통통찜이 대표 메뉴이고 문어 냉면과 문어 영양죽, 통문어 튀김, 문어 해물 파래전은 별미로 함께 드실 수가 있어요. 항상 좋은 식재료로 정성을 다해 건강하고 든든한 음식을 만들고 있답니다. 제주시 봉개동에 본점, 구좌읍 하도리에 하도점이 있어요. 탐나는 문어 많이 찾아주세요. 감사합니다. 하도리일번지, 토끼썸이 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 1852"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 1852"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 하도리 355"
"대표번호","064-784-6080"
"영업시간","10:00 - 20:00"
"휴무일","매주 월요일"
"취급메뉴","통문어 부대찌개, 통문어볶음"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 재료가 신선해요, 매장이 청결해요"
