"관광타입","음식점"
"음식점명","우도짜장맨 "
"개요","신비의 섬 우도, 그 중에서도 하이라이트인검멀레해변 바로 앞에 위치한 우도 짜장맨입니다. 검멀레해변에서 직접 채취한 톳만 사용하며, 길바닥에서 건조시킨 건조톳은 사용하지 않습니다. 매일 아침 매장에서 직접 톳과 미역가루를 넣어 제면하기 때문에 감칠맛 넘치는 면을 맛보실 수 있습니다. 가족끼리 재료 준비부터 요리, 서빙까지 열정과 정성을 다해 고객님들을 맞이하고 있습니다. 가게 실내 벽면에 붙은 100퍼센트 리얼 후기를 읽어보시기 바랍니다. 진심과 열정은 고객님들의 마음을 움직이리라 생각하며 하루하루 최선을 다하고 있습니다. 맛있고 정성 가득한 음식 대접하겠습니다. 감사합니다. 우도 검멀레 해변, 우도저수지, 영일동포구가 인접해 있습니다.기 "
"주소","제주 제주시 우도면 우도해안길 1132"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 1132"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 317-2"
"대표번호","0507-1411-0465"
"영업시간","09:00-17:00"
"휴무일","전화문의"
"취급메뉴","우도 톳 짜장면, 우도 해물 짬뽕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요"
