"관광타입","음식점"
"음식점명","솔향바다가든"
"개요","애월 언덕에 위치하고 있어 아름다운 노을과 세계 2번째 영국 퀸 그룹 프레디머큐리 공식 동상과 제주 바다를 감상하며 식사를 하실 수 있는 아름다운 맛집입니다. 흑오겹살의 쫄깃함이 이름난 흑돼지고기 전문점으로 전복뚝배기, 흑돼지 찌개, 보말 미역국 등 식사 메뉴도 추천드립니다. 바로 웟층에 환상 바다 뷰 제이제이그랑블루 카페가 있어서 커피와 음료를 함께 즐길 수 있는 애월 핫 플레이스입니다. 하나로마트, 솔향바다가든, 제이제이그랑블루, 애월더선셋이 인접해 있습니다."
"주소","제주 제주시 애월읍 일주서로 6113"
"주소(도로명)","제주특별자치도 제주시 애월읍 일주서로 6113"
"주소(지번주소)","제주특별자치도 제주시 애월읍 곽지리 1380"
"대표번호","064-799-9232"
"영업시간","11:00/16:00 - 22:00"
"휴무일","전화문의"
"취급메뉴","목살, 전복해물뚝배기"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 음식이 맛있어요, 친절해요, 재료가 신선해요, 인테리어가 멋져요"
