"관광타입","음식점"
"음식점명","마이도"
"개요","안녕하세요. 제주도 연동에 위치한 이자카야 마이도입니다. 일본 정통 숯불꼬치, 제주도 특산품 딱새우회, 생연어 , 참다랑어 전문집입니다. 모든 메뉴는  주문 즉시 요리해서 판매하고 있습니다. 딱새우회는 제주근해에서 잡히는 가시발 새우입니다. 특히 살이 탱탱하며 단맛이 있지만 딱새우 특유의 향이 있어 쪄서 드셔도 아무 맛있습니다. 참치는 참다랑어, 눈다랑어 ,황세치 등 취급하여 보다 저렴한 가격으로 판매하고 있습니다. 요거프레소, 동이트는집이 인접해 있습니다."
"주소","제주 제주시 은남2길 35"
"주소(도로명)","제주특별자치도 제주시 은남2길 35"
"주소(지번주소)","제주특별자치도 제주시 연동 282-32"
"대표번호","0507-1335-7972"
"영업시간","18:00~01:30"
"휴무일","매주 월요일"
"취급메뉴","딱새우 사시미, 참치모듬 사시미  "
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 술이 다양해요, 혼술하기 좋아요"
