"관광타입","음식점"
"음식점명","오아일랜드 "
"개요","매일 유통되는 신선한 채소와 해산물, 제주도 유명한 흑돼지로 만든, 아이들도 잘먹는자장면, 특별히 맛 볼수 있는 노부부평생의 제1등 보말칼국수, 인생사진 찍을 수 있는 해수욕장뷰와 음식들, 비쥬얼 끝판왕 제주도에서 먹어 본 집 중 가장 맛있는 전복게우볶음밥, 해산물 갑오브갑 전복, 딱새우, 해물짬뽕, 오아일랜드 주인님 정성스럽게 준비한 음식들 맛있게 드시고 즐거운여행되시길 바랍니다. 하고수동해수욕장, 하고수동포구가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 932"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 932"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 64"
"대표번호","010-7793-1978"
"영업시간","09:00-17:00"
"휴무일","전화문의"
"취급메뉴","보말칼국수, 흑돼지자장면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 주차하기 편해요, 뷰가 좋아요, 친절해요, 양이 많아요"
