"관광타입","음식점"
"음식점명","소금바치 순이네"
"개요","소금바치 순이네입니다. 대표 메뉴는 돌문어볶음으로 많은 분들이 찾아주시구요. 전복죽, 성게국, 보말국 등 맛있는 해산물 메뉴들로 가득합니다. 종달리 해안로에 위치하고 있어서 우도와 성산일출봉이 한눈에 보이는 전망이에요. 주차장도 넉넉하고, 식사 후 전망로를 따라 산책하시기에도 좋아요. 바로 앞에 우도와 일출봉이 보이는 전망대가 있고, 근처에는 종달에서 우도 연결 항로가 있어서 여객선이 자주 왕래하고 있어요. 많이들 찾아와 주세요. 종달리전망대, 사리사가 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 2196"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 2196"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 종달리 42-5"
"대표번호","064-784-1230"
"영업시간","09:30 - 19:00"
"휴무일","첫째, 셋째 목요일"
"취급메뉴","돌문어볶음, 해물탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 양이 많아요, 재료가 신선해요, 주차하기 편해요"
