"관광타입","음식점"
"음식점명","그랜마스 아라직영점"
"개요","서울 웨스틴조선호텔 10년 경력의 오너셰프가 제주살이를 시작한 후, 애월리안에 이어 두번째로 만든 브랜드 그랜마스입니다. 미국의 작은 시골할머니가 만들어주는 러스틱하지만 정감있고 건강한 음식을 모티브로 여러가지 메뉴를 선보이며, 제주에서 건강한 브런치로 많은 사랑을 받고 있습니다. 실내 테이블마다 자리에서 편하게 주문하실 수 있는 태블릿이 설치 되어 있습니다. 아침 8시부터 오픈하여 샌드위치와 샐러드로 건강한 브런치를 즐기고 싶으신 분들과 아이들도 먹을 수 있는 메뉴를 찾으시는 분들께 추천합니다. 아라초등학교, 제주대병원이 인접해 있습니다."
"주소","제주 제주시 아란5길 19-12 1층 그랜마스 아라점"
"주소(도로명)","제주특별자치도 제주시 아란5길 19-12"
"주소(지번주소)","제주특별자치도 제주시 아라일동 6095-4"
"대표번호","0507-1391-9588"
"영업시간","08:00 - 19:30"
"휴무일","없음"
"취급메뉴","클럽 샌드위치, 치즈 파니니"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 청결해요, 재료가 신선해요, 친절해요, 인테리어가 멋져요"
