"관광타입","음식점"
"음식점명","협재1번가"
"개요","협재1번가는 협재해수욕장 해변 위에 위치한 감성 포차 술집입니다. 협재 해물라면, 문어라면 개시했습니다. 정말 맛있는 라면에 술 한잔 드실 수 있도록 해보겠습니다. 아름다운 제주 협재해수욕장 해변 위 아름다운 Sunset Beach를 느끼시며 술 한 잔으로 소중한 추억을 간직하실 수 있는 장소입니다. 제주에서 한번 꼭 드셔 볼만한 제주 딱새우회 그리고 딱새우 튀김, 나가사끼 등 딱새우 협재전문점입니다. 스몰홀더, 바다아리펜션이 인접해 있습니다."
"주소","제주 제주시 한림읍 협재1길 1"
"주소(도로명)","제주특별자치도 제주시 한림읍 협재1길 1"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 1728"
"대표번호","0507-1338-4458"
"영업시간","16:00 - 04:00"
"휴무일","없음"
"취급메뉴","딱새우회, 불고기 떡볶이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 가성비가 좋아요, 기본 안주가 좋아요"
