"관광타입","음식점"
"음식점명","제주해도미락 제주애월본점"
"개요","제주 애월 맛집 제주해도미락에서는 묵은지 통갈치조림과 제주 통갈치 구이와 해물뚝배기, 전복 물회 등 다양하게 맛보실 수 있습니다. 저희 해도미락은 제주도 애월 맛집답게 항상 최상의 재료로 새롭고 맛있는 제주갈치조림과 제주갈치구이로 널리 알리려 합니다. 애월 맛집 해도미락을 찾아주시는 여러분의 말에 귀 기울이는 매장이 되려 합니다. 모든 재료 직접 손질하며 신선하게 관리합니다. 제주 한담해변이 보이는 멋진 제주의 오션 뷰, 노을 뷰와 함께 제주도 갈치조림 맛집 제주 해도미락을 즐기십시오. 제주도 여행에서 행복한 추억들만 가득하시길 바랍니다. 가로수길마루, 옛날밥상이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로 11"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로 11"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 2467"
"대표번호","0507-1496-1276"
"영업시간","11:00 - 21:00"
"휴무일","없음"
"취급메뉴","묵은지 해물 통갈치조림, 통 갈치 소금구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 뷰가 좋아요, 재료가 신선해요, 양이 많아요"
