"관광타입","음식점"
"음식점명","버거307 협재점"
"개요","제주 최고의 아름다운 협재해수욕장 바로 앞에 위치한 수제 버거 전문점 버거307협재점입니다. 매일매일 직접 만드는 소고기 패티와 3일간 직접 만드는 새우 패티 등 신선하고 맛있는 진정한 수제 버거를 맛보실 수 있습니다. 멋지게 펼쳐진 협재 바다를 바라보며 맛있는 수제 버거와 시원한 세계 맥주를 마시면 세상 부러울 것이 없답니다. 최고의 행복을 선사해 드리겠습니다. 감사합니다. 협재가게 협재해수욕장점, 수평선펜션이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 330"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 330"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 2514-2"
"대표번호","0507-1313-1701"
"영업시간","10:30 - 21:00"
"휴무일","없음"
"취급메뉴","새우버거, 흑돼지매콤버거"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 혼밥하기 좋아요"
