"관광타입","음식점"
"음식점명","통큰맛집"
"개요","엄마의 손맛을 느낄수 있는 통큰맛집 입니다. 매일 매일 바뀌는 7, 8가지 반찬 가짓수와, 다양하고 정갈한, 맛있는 한끼 식사와 술 한 잔이 하고 싶으시다면, 통큰맛집으로 오세요. 영업시간은 오후 6시부터 오전 6시 입니다.  저희 통큰맛집은 오후에 오픈하기 때문에 오전 영업을 하지 않습니다. 저희 통큰맛집에 오셔서 기다리시지 않고, 편하게 바로 드시고 싶으신 고객님은 오시기 전에, 미리 예약 전화 주시면 드시기 편하게 시간에 맞춰 준비해 드리겠습니다. 휴무일은 따로 정해져 있지 않습니다. 서귀포 올레시장 밑으로 내려오시면, 엔젤리너스가 보여요. 엔젤리너스 바로 밑 골목으로 들어오시면 통큰맛집이 보입니다. 라뷰티샵, 에꼼이 인접해 있습니다. "
"주소","제주 서귀포시 이중섭로 5-2"
"주소(도로명)","제주특별자치도 서귀포시 이중섭로 5-2"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 416-4"
"대표번호","0507-1411-3514"
"영업시간","18:00 -06:00"
"휴무일","없음"
"취급메뉴","닭도리탕, 간장양념갈비찜"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 반찬이 잘 나와요, 친절해요, 양이 많아요, 가성비가 좋아요"
