"관광타입","음식점"
"음식점명","에너벨리식당"
"개요","1층에는 수제 돈가스, 전복 오므라이스, 김치볶음밥, 문어 덮밥, 2층에는 파스타, 그리고 뒤쪽 1, 2층 에너벨리 민박입니다. 아름다운 에너벨리에 오신 것을 환영합니다. 에메랄드빛으로 유명한 협재 해수욕장을 마당으로 삼으며 오신 님들과 추억의 앨범을 차곡차곡 쌓고 있습니다. 주변에 볼거리도 참 많답니다. 한림공원과 분재예술원, 유리성, 자동차 박물관, 소인국테마와 더불어 성 박물관 등등 요즘 올레길도 대세를 이루고 있지요. 저지 오름을 출발점에서 시작하는 올레 14코스를 끼고 있습니다. 느지리 오름과 새별 오름도 주변에 있지요. 이층 카페에서 바다라 보는 붉은 노을은 어쩌구요. 비양도 끝자락에 걸쳐진 붉은 노을을 가슴에 담을 수 있는 하얀 모래와 쪽빛 바다가 일품인 협재해수욕장에서 낭만의 자유를 만끽할 수 있는 곳, 그곳이 바로 에너벨리입니다. 음식점은 반려견 동반 가능합니다. 반려견 동반 시 안거나 케이지, 유모차에 넣거나 하셔야 함을 양해 바랍니다. 유니식탁, 바다상점이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 356"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 356"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 1740-1"
"대표번호","0507-1408-9701"
"영업시간","전화문의"
"휴무일","전화문의"
"취급메뉴","문어 덮밥, 수제돈가스"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 뷰가 좋아요, 가성비가 좋아요"
