"관광타입","음식점"
"음식점명","서촌제 제주한림점"
"개요","식신로드, 먹거리 X파일 등 각종 유명 방송 프로그램에서 집중 조명했던 맛집입니다. 흑돼지와 두부를 콜라보해서 개발해낸 메뉴가 인상적인데요. 육즙과 속살이 꽉 찬 돈까스와 두부가 함께 씹히며 자아내는 식감이 고소하고 특별해 찾는 매니아층들이 워낙에 많은 로컬 맛집이라고 합니다. 제주 딱새우로 만들어낸 전매특허 메뉴인 딱새우탕수샐러드 역시 인기 메뉴라고 하네요. 이국주, 이재훈 등 많은 연예인들이 방문했던 곳이라 연예인 맛집, 연예인 핫플로 불리기도 합니다. 넓은 앞 뜰을 끼고 있는 식당이라 제주의 정취를 느끼기에도 안성맞춤입니다. 관음사, 지브로가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림해안로 646"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림해안로 646"
"주소(지번주소)","제주특별자치도 제주시 한림읍 귀덕리 3198"
"대표번호","064-796-3796"
"영업시간","11:00 - 20:30"
"휴무일","없음"
"취급메뉴","두부품은흑돼지돈가스, 딱새우탕수샐러드"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 뷰가 좋아요, 친절해요, 양이 많아요"
