"관광타입","음식점"
"음식점명","세화마구간"
"개요","아름다운 제주도 그 안에서도 가장 아름다운 바다 풍경을 자랑하는 제주 동쪽 세화해변 그 바다를 옆에 두고 하도리 쪽으로 걷다 보면 작은 언덕 아래 아늑하게 자리 잡은 제주 갬성 펍 세화마구간이 있답니다. 실제 마구간이었던 공간을 제주살이 중인 저희 부부가 제주를 사랑하는 저희만의 감성을 담아 1년여간 직접 리모델링한 공간이에요. 맛있는 요리와 술 그리고 음악이 있는 철없는 어른들의 놀이터가 되고 싶다는 주인 부부의 마음을 담은 제주 갬성 PUB 세화마구간입니다. 면수동흑돼지, 스테이밸란디가 인접해 있습니다."
"주소","제주 제주시 구좌읍 면수길 49"
"주소(도로명)","제주특별자치도 제주시 구좌읍 면수길 49"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 하도리 3359-44"
"대표번호","0507-1309-1812"
"영업시간","18:00 - 22:00"
"휴무일","없음"
"취급메뉴","까수엘라, 마구간폭립"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 특별한 메뉴가 있어요, 특별한 날 가기 좋아요"
