"관광타입","음식점"
"음식점명","도두반점 호텔더본점"
"개요","서귀포 호텔더본에 위치한 중화요리 전문점 도두반점입니다. 제주도 바닷가에 서식하는 해초 몸이 들어간 깊고 배지근한 국물의 몸 짬뽕. 그때그때 볶아 불맛이 살아있는 도두반점만의 짜장, 볶음밥, 몸 짬뽕과 짜장과 찰떡궁합을 자랑하는 쫀득함이 남다른 탕수육, 탱글탱글 새우살과 부드러운 흑돼지로 속을 꽉 채운 정통 쇼마이 대표 딤섬 3종 쇼마이, 하가우, 소룡포를 담은 모듬 딤섬 맛도 좋고 분위기도 좋은 도두반점 호텔더본점 오세요. 서귀포 호텔더본이 인접해 있습니다."
"주소","제주 서귀포시 색달로 18 호텔더본 지하 1층 도두반점"
"주소(도로명)","제주특별자치도 서귀포시 색달로 18"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2138"
"대표번호","064-766-8999"
"영업시간","11:30 - 22:00"
"휴무일","없음"
"취급메뉴","모둠딤섬, 새우쇼마이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 친절해요, 재료가 신선해요, 매장이 넓어요"
