"관광타입","음식점"
"음식점명","독고집"
"개요","성산일출봉 근처 골든 튤립 호텔 근처에서 운영하는 추억의 연탄구이 흑돼지 특수부위 맛집입니다. 흑돼지 통 항정살, 흑돼지 통 가브리살, 흑돼지 오겹살, 흑돼지 목살이 있습니다. 사이드 메뉴는 흑돼지 김치찌개, 차돌박이 된장찌개, 해장라면 등이 있습니다. 혼술, 혼밥, 혼고기 환영합니다. 편하게 부담 없이 드실 수 있는 곳입니다. 많이 찾아 주세요. 맛나식당, 삼수정식당, 삼다도식당이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 동류암로 43-1 독고집"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 동류암로 43-1"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 316-12"
"대표번호","0507-1489-8293"
"영업시간","13:30-23:00"
"휴무일","전화문의"
"취급메뉴","통항정살, 통가브리살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요, 혼밥하기 좋아요"
