"관광타입","음식점"
"음식점명","제주순풍해장국 본점"
"개요","2022년 KCIA 한국소비자산업평가 딜리버리푸드 1위 수상제주공항근처 맛집 으로 유명한 제주순풍 입니다. 제주시 노형동에 맛집으로 제주공항에서 10분거리에 있습니다. 한라수목원 근처 맛집으로 한라수목원은 5분거리에 있습니다. 제주시 해장국, 제주순풍 정식 1만원, 제주산 갈치조림, 고등어조림등이 있으며,어린아이들도 먹을 수 있는 어린이 해장국과 어린이놀이방이 준비되어있습니다. 흑돼지풍경, CU가 인접해 있습니다."
"주소","제주 제주시 진군남4길 7-8"
"주소(도로명)","제주특별자치도 제주시 진군남4길 7-8"
"주소(지번주소)","제주특별자치도 제주시 노형동 668"
"대표번호","064-748-9944"
"영업시간","08:00~21:00"
"휴무일","매주 화요일"
"취급메뉴","묵은지고등어조림 정식, 소고기해장국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 주차하기 편해요, 친절해요, 양이 많아요"
