"관광타입","음식점"
"음식점명","제주 더시즈닝 협재흑돼지"
"개요","제주도 흑돼지 맛집 더시즈닝은 협재, 한림 대표 흑돼지 전문점으로 1차 엄선한 흑돼지를 15일간 엄격하게 저온 숙성, 2차 명품 참숯, 왕겨 제주 보리 껍질로 눈앞에서 초벌, 3차 더시즈닝의 마법 같은 비법 여섯 가지의 소금으로 제주 흑돼지의 풍미를 극한으로 끌어올립니다. 연예인, 인플루언서들이 극찬, TV나 SNS에서 계속 소개되는 이유, 한번 방문하신 분들이 더시즈닝 소금마저 따로 구매해 가시는 이유를 느껴보시기 바랍니다. 제주 흑돼지 맛집에 향미까지 더한 더 시즈닝입니다. 미리 전화 주시고 오시면 기다림 없이 즐기실 수 있도록 준비해 놓겠습니다. 수평선펜션, 버거307 협재점이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 328"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 328"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 2514-4"
"대표번호","0507-1426-8791"
"영업시간","11:00 - 23:00"
"휴무일","없음"
"취급메뉴","숙성흑돼지근고기, 숙성 통항정살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 가성비가 좋아요"
