"관광타입","음식점"
"음식점명","스노우폭스 제주 영어교육도시점"
"개요","스노우폭스는 쉐프들이 매장에서 직접 요리하는 레스토랑과 리테일샵의 장점을 완벽하게 조화시킨 신개념의 Grab N Go 도시락 카페입니다. 가장 신선한 음식만을 제공하기 위해 스시, 롤, 샐러드 등 70여 가지의 다양한 메뉴를 당일 생산, 당일 소진 원칙으로 판매하고 있습니다. 뱅인키친, 동가원한의원이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 글로벌에듀로 390 남영에듀클래스 A동 104호"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 글로벌에듀로 390"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 보성리 2476-10"
"대표번호","064-794-9777"
"영업시간","07:30 - 20:30"
"휴무일","매주 화요일"
"취급메뉴","연어니기리, 캘리포니아 롤"
"주차시설 유무","없음"
"리뷰키워드","친절해요, 음식이 맛있어요, 매장이 청결해요, 재료가 신선해요, 특별한 메뉴가 있어요"
