"관광타입","음식점"
"음식점명","중문신라원말고기 "
"개요","2018 미슐랭가이드 맛집 소개, 2020 제주도 인증 말고기 판매점지정, 2022 제주도 인증 말고기 판매점 재 지정, 제주산 말고기 전문점, 중문신라원은 중문관광단지 입구에서 법환포구로 이전했습니다. 현대식 신축건물로 깔끔하고 고급스런 내부 인테리어는 음식 맛을 더욱 돋보이게 합니다. 신라원의 대표 음식으로는 타지에서 맛보기 어려운 제주말고기, 제주흑돼지, 해물뚝배기, 성게미역국이 있습니다. 특히 제주말고기는 고급음식으로 점차 매니아 층을 형성하고 있는 만큼 제주도 인증 말고기전문점에서 드셔 보실 것을 적극 추천합니다. 제주산 말고기기만 고집하는 오랜 전통의 신라원에서 말고기를 비롯한 무공해 제주 특산음식과 함께 즐거운 여행 되시길 바랍니다. 감사합니다. 서귀포시 법환포구에서 서쪽으로 300미터 지점에 위치해 있습니다. 돌담제분소국수가 인접해 있습니다. "
"주소","제주 서귀포시 법환하로28번길 6 중문신라원 말고기"
"주소(도로명)","제주특별자치도 서귀포시 법환하로28번길 6"
"주소(지번주소)","제주특별자치도 서귀포시 법환동 1436"
"대표번호","0507-1401-3395"
"영업시간","10:00 - 22:00"
"휴무일","매주 화요일 "
"취급메뉴","말고기코스정식, 말사시미"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 넓어요"
