"관광타입","음식점"
"음식점명","갓돈 "
"개요","제주도 서귀포 흑돼지 1등 갓돈의 내공은 현지 도민들이 흑돼지 먹으러 갓돈에 오는 이유는 첫째, 가급적 직접 기른 싱싱한 제철 유기농 식재료와 오직 국내산을 고집하는 갓돈 장모님의 40년 손맛과 둘째 쌈, 소스, 반찬들을 유기농으로 직접 재배해서 건강도 챙기고 재료비는 절감해서, 흑돼지를 1등급으로 가격은 저렴하게 대접할 수 있는 비교불가 미친 가성비입니다. 셋째, 소스, 양념장, 반찬 모든 것을 손수 만들고 정성을 다하는 건강한 밥상에 푸짐한 인심 및 청결함까지 넷째, 친절한 서비스도 갓돈의 메뉴다 는 철칙 아래 가족 구성원들이 홀과 주방 각자의 자리에서 정성을 다하는 갓돈 갓패밀리 입니다. 제주 흑돼지 전문점 갓돈메뉴 입니다. 1. 흑돼지 구이 아무리 식자재 가격이 올라도 흑돼지는 1등급 제주산 흑돼지로 숯불에 그윽하게 구워 육즙 가득한 진짜 흑돼지를 즐길 수 있습니다.  2. 흑돼지 김치찌개잘 숙성된 김치와 제주 흑돼지에 갓돈 장모님의 40년 손맛이 더해져서 칼칼하고 시원한 맛있는 김치찌개를 맛볼 수 있습니다. 3. 비빔국수 직접기른 유기농 채소와 갓돈만의 특제 양념소스를 넣어 만든 새콤달콤한 4계절 비빔국수 온국수, 국내산 멸치와 갖가지 재료로 오래 육수를 내어 시원하고 담백한 멸치국수입니다. 4. 얼큰라면 국내산 콩나물과 고추등을 넣어 시원하고 칼카한 얼큰라면제주 서귀포 하면 꼭 다시 오고 싶은 곳이 갓돈이 되도록 항상 최선을 다해서 친철하게 모시겠습니다. 인근 가볼만한 곳 화산석 테마공원 600미터, 중문 향토오일시장 1킬로미터, 중문 불란지야시장 1킬로미터 중문 승마공원 1킬로미터 제주 국제 평화센터 2킬로미터 대포주상절리 2킬로미터 천제연폭포 2킬로미터 여미지식물원 2킬로미터, 중문색달 해수욕장 3킬로미터 테디베어뮤지엄 3킬로미터 중문관광단지 3킬로미터 즐거운 제주도 여행 되시기 바랍니다. 근처에 일레인리조트, 중문119센터가 인접해 있습니다."
"주소","제주 서귀포시 천제연로 315-30 갓돈"
"주소(도로명)","제주특별자치도 서귀포시 천제연로 315-30"
"주소(지번주소)","제주특별자치도 서귀포시 회수동 637"
"대표번호","064-738-0025"
"영업시간","16:00-22:00"
"휴무일","둘째, 넷째 화요일"
"취급메뉴","제주 흑돼지 근고기, 흑돼지 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 가성비가 좋아요"
