"관광타입","음식점"
"음식점명","그랜마스 서귀포직영점"
"개요","서울 웨스틴조선호텔 10년 경력의 오너셰프가 제주살이를 시작한 후 만든 브랜드입니다. 미국의 작은 시골 할머니가 만들어 주는 러스틱 하지만 정감 있고 건강한 음식을 모티브로 여러가지 메뉴를 선보입니다. 실내 테이블마다 자리에서 편하게 주문 하실 수 있는 태블릿이 설치 되어 있습니다. 아침 8시부터 오픈하여 샌드위치와 샐러드로 건강한 브런치를 즐기고 싶으신 분들께 추천합니다. 버스 정류장 한국통신 서 서귀포시 중앙도서관방면에서 도보 3분거리, 버스에서 내리셔서 월드컵 경기장 쪽으로 직진하신 후 첫 번째 사거리에서 오른쪽으로 조금만 더 직진하시면 1층에 보여요. 제주 월드컵 경기장 옆에 있는 이마트에서 길 건너신 후 한라산 방향으로 직진해 주세요. 서귀포 JS호텔 지나신 후 나오는 사거리에서 크라상점, 청화당, 노면주차장이 있는 사거리 왼쪽으로 조금만 오시면 1층에 보여요. 필라테스폼, 강남마디척의원이 인접해 있습니다. "
"주소","제주 서귀포시 신서로48번길 52 1층"
"주소(도로명)","제주특별자치도 서귀포시 신서로48번길 52"
"주소(지번주소)","제주특별자치도 서귀포시 법환동 741-3"
"대표번호","0507-1473-5536"
"영업시간","08:00-19:30"
"휴무일","없음"
"취급메뉴","클럽 샌드위치, 묵직한 치즈 파니니"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 매장이 청결해요, 매장이 넓어요, 친절해요"
