"관광타입","음식점"
"음식점명","옥란면옥"
"개요","제주 옥란면옥에서 새롭게 선보일 제주도와 백령도의 조화로운 맛을 추억하세요. 옥란면옥은 제주도와 백령도의 특산물로 만들어낸 황해도식 백령도 메밀 냉면 전문점입니다. 100퍼센트 제주산 메밀가루를 사용합니다. 옥란면옥의 물냉면은 24시간 사골로 우려낸 육수에 제주도 무로 담가낸 동치미 국물을 더해 시원하고 담백한 맛을 냅니다. 백령도 특산품인 까나리 액젓을 추가하여 드시면 맛의 풍미를 은은하게 살려 보다 깊은 냉면 맛을 느낄 수 있습니다. 과일을 직접 갈아 넣어 만든 비법 양념장을 사용하는 비빔냉면 역시 자극적이지 않은 자연의 달콤함으로 입맛을 돋우는 대표 메뉴입니다. 테이블마다 제공되는 김치는 제주의 무와 배추로 매주 직접 담가 정성스럽게 준비합니다. 진짜 냉면을 찾는 당신을 옥란면옥으로 초대합니다. 조천초등학교, 조천읍주민자치센터, 5톤카고크레인이 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 163 1층"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 163"
"주소(지번주소)","제주특별자치도 제주시 조천읍 조천리 3225"
"대표번호","0507-1433-1505"
"영업시간","10:30-16:00"
"휴무일","매주 일요일"
"취급메뉴","물냉면, 반냉면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 매장이 청결해요, 인테리어가 멋져요, 특별한 메뉴가 있어요"
