"관광타입","음식점"
"음식점명","별난닭곰탕집 본점"
"개요","깔끔한 육수와 닭다리 살코기가 푸짐히 들어간 닭고기의 맛있는 만남, 다대기를 넣으면 얼큰하게 드실 수도 있습니다. 주인이 직접 잡은 벵에돔, 어랭이, 돔, 학꽁치, 잡어를 순살로 포 떠서 숙성시킨 육수와 함께 먹는 기가 막힌 음식입니다. 365일 즐길 수 있으며, 반찬은 재사용을 하지 않기 때문에 덜어 먹을 수 있도록 배치해 놓고 있습니다. 한림국수 집, 진영주택이 인접해 있습니다."
"주소","제주 제주시 한림읍 강구로 1"
"주소(도로명)","제주특별자치도 제주시 한림읍 강구로 1"
"주소(지번주소)","제주특별자치도 제주시 한림읍 한림리 968"
"대표번호","0507-1422-2284"
"영업시간","07:00 - 18:00"
"휴무일","매주 일요일"
"취급메뉴","닭곰탕, 양푼이물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 친절해요, 재료가 신선해요, 가성비가 좋아요"
