"관광타입","음식점"
"음식점명","뜨레솥밥"
"개요","단체 문의안내입니다. 저희 뜨레솥밥은 전체 실내 총 88석이 준비되어 있지만, 도민분들도 워낙 자주 찾아주시는 식당이기 때문에 단체 문의는 최대 3에서 40명 정도까지만 예약받고 있습니다. 제주 유일의 빛송이버섯밥 맛집 저희 뜨레솥밥 많은 관심 부탁드립니다. 제주도 유일의 빛송이버섯요리 전문점 뜨레솥밥입니다. 제주 여행 오셔서 매일 똑같은 메뉴가 지겨우셨던 분, 부모님하고의 특별한 여행을 계획하고 계시다면 저희 뜨레솥밥을 찾아주세요. 영양 버섯밥, 돈마호크, 돼지갈비 버섯전골, 빛송이 오리 전골에, 아스파라거스 베이컨말이까지 다른 곳에서는 맛볼 수 없는 맛있는 음식 대접해 드리겠습니다. 주변에 아르떼 뮤지엄과 불빛 정원 놀러 오시는 분들은 저희 뜨레솥밥을 찾아주세요. 탐라유공압, 우리유통이 인접해 있습니다."
"주소","제주 제주시 애월읍 평화로 2556"
"주소(도로명)","제주특별자치도 제주시 애월읍 평화로 2556"
"주소(지번주소)","제주특별자치도 제주시 애월읍 고성리 920-20"
"대표번호","0507-1447-5161"
"영업시간","10:00 - 20:00"
"휴무일","없음"
"취급메뉴","영양버섯밥, 돈마호크"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 가성비가 좋아요"
