"관광타입","음식점"
"음식점명","여기라면"
"개요","제주 해물 여기라면은 제주도에서 꼭 먹어봐야 할 맛집입니다. 바다 뷰, 오션뷰 자랑하는 올레길 4코스 해안 도로에 위치한 제주도 해물 라면 맛집 여기라면입니다. 오시면 너무 예쁜 풍경 그리고 맛있는 음식에 반하실 거예요. 오셔서 즐거운 힐링타임 보내시고 돌아가시면 더할 나위 없이 행복할 것 같습니다. 해물라면 육수가 매일 신선한 해물과 야채 재료로 직접 육수를 낸 시원하고 칼칼한 해장이 되는 해물라면입니다. 여기라면에서 해장하고 가세요. 재료 소진 시 마감시간인 3시 전에 마감될 수 있습니다. 여기라면은 애견 동반 가능한 식당입니다. 애견 동반의 경우 이동 가방 필수이며 없으신 경우 저희 아가 개모차 빌려드립니다. 강아지 동반이 아니신 손님들도 오시는 만큼 서로 간의 매너 부탁드립니다. 오늘도 감사합니다. 남원큰엉해안경승지, 모카다방이 인접해 있습니다."
"주소","제주 서귀포시 남원읍 태신해안로 129"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 태신해안로 129"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 태흥리 46-2"
"대표번호","0507-1321-4306"
"영업시간","11:00-15:00"
"휴무일","매주 화요일"
"취급메뉴","해물찜, 얼큰해물홍라면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요"
