"관광타입","음식점"
"음식점명","바르왓"
"개요","모든 메뉴는 2인상부터 제공합니다. 전식은 제주 향토 밑반찬 및 솥밥 다음 후식입니다. 한식 캐주얼 다이닝 바르왓입니다. 바르는 제주말로 바다를, 왓은 밭을 일컫는 말입니다. 거친 제주의 땅과 바다에서 나는 것들을 정성 스레 담아, 제주의 마음을 전합니다. 제주의 음식을 담는 것은, 제주의 삶과 사람들의 이야기를 담는 일이기도 합니다. 여러분이 마주하는 이 식탁에서 제주의 오늘과 어제까지의 삶을 오롯이 느끼실 수 있도록, 제주의 지금을 그릇에 담아 봅니다. 바르왓의 솥밥은 반찬과 같이 드실 수 있게 밥 자체의 간은 삼삼합니다. 비옥한 곡창 지대가 많은 육지와는 달리, 제주의 땅은 척박했기에 쌀보다는 잡곡이 제주의 주식이 되었습니다. 그마저도 풍요롭지 않을 때에는 산, 들, 바다에서 나는 재료를 고루 섞어 조금이라도 양을 불려 먹곤 했습니다. 어려웠던 시절 다채로운 재료들의 맛이 한데 어우러졌던 제주의 솥밥은 사람들에게 가장 제주스러움을 보여줍니다. 기아 한림지점, 한림체육관 전기차충전소가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림남길 24"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림남길 24"
"주소(지번주소)","제주특별자치도 제주시 한림읍 한림리 888"
"대표번호","064-796-4588"
"영업시간","10:30/11:00 - 16:00"
"휴무일","매주 화요일"
"취급메뉴","전복 표고구이, 옥돔구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요, 매장이 청결해요"
