"관광타입","음식점"
"음식점명","치꼬 타코전문점"
"개요","백종원 대표님, 김성주 MC, 금새록 MC님이 인정한 타코 전문점입니다. 멕시코, 미국 다녀온 손님들이 인정한 까르니따스 타코 맛집입니다. 직접 만든 살사 소스와 수제 핫소스, 제주 돼지를 이용하였으며 전국에서 가장 싸며 맛있는 타코 맛집입니다. 저희 치꼬 대표 메뉴 까르니따스 타코는 제주산 돼지를 이용하여 만든 타코로 수제 살사 소스와 양파, 고수, 라임의 조합으로 멕시코 정통 타코입니다. 또 하나 치꼬 수제 핫소스를 곁들여 드심 최고의 타코를 드실 수 있습니다. 가장 저렴한 타코를 제주 금악 마을 치꼬에서 맛 보여드리겠습니다. 절대 고수의 부담감을 가지지 마세요. 고수 빼서 드셔도 됩니다. 홀에서 드시는 걸 추천드립니다. 물론 포장도 가능합니다. 까르니따스는 밀키트도 가능하며 이주 손쉽게 드실 수 있습니다. 맛과, 퀄리티를 동시에 잡아보시죠. 집들이 음식 간식으로 적극 추천드립니다. 접시만 이쁘면 고급 음식으로 탈바꿈 여기가 멕시코인지 집인지 헷갈려요. 그 외 초리조 타코 쉬림프 타코 멕시코 최고의 음료 하리토스와 맥주 멕시코 데낄라까지 다양한 멕시코의 음식 문화를 즐길 수 있습니다. 빠른 회전율과 신선한 재료를 자랑하는 치꼬, 한국에서 가장 저렴한 타코입니다. 금악 똣똣라면, 예성미용실이 인접해 있습니다."
"주소","제주 제주시 한림읍 금악로 18"
"주소(도로명)","제주특별자치도 제주시 한림읍 금악로 18"
"주소(지번주소)","제주특별자치도 제주시 한림읍 금악리 2096-5"
"대표번호","0507-1448-2252"
"영업시간","11:00 - 17:00"
"휴무일","없음"
"취급메뉴","랭쎕, 까르니따스 타코"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 청결해요"
